Muscle_Group,Equipment,Exercise,Description,,,,,,,,,,,,,,muscle_group_id,muscle_group,,equipment_id,equipment,,,id,muscle_group_id,equipment_id,name,description
Glutes,Dumbbells,Dumbbell Feet Elevated Staggered Glute Bridge,A staggered-foot glute bridge with feet elevated holding dumbbell.,,"('Glutes', 'Dumbbells', 'Dumbbell Feet Elevated Staggered Glute Bridge', 'A staggered-foot glute bridge with feet elevated holding dumbbell.'),",,,,,,,,,,,,,,,,,,,310,7,4,Dumbbell Feet Elevated Staggered Glute Bridge,A staggered-foot glute bridge with feet elevated holding dumbbell.
Glutes,Dumbbells,Dumbbell Figure Four Glute Bridge,A glute bridge with one ankle crossed over opposite knee holding dumbbell.,,"('Glutes', 'Dumbbells', 'Dumbbell Figure Four Glute Bridge', 'A glute bridge with one ankle crossed over opposite knee holding dumbbell.'),",,,,,,,,,,,,,,,,,,,311,7,4,Dumbbell Figure Four Glute Bridge,A glute bridge with one ankle crossed over opposite knee holding dumbbell.
Glutes,Dumbbells,Dumbbell Figure Four Heels Elevated Hip Thrust,A figure four hip thrust with heels elevated holding dumbbell.,,"('Glutes', 'Dumbbells', 'Dumbbell Figure Four Heels Elevated Hip Thrust', 'A figure four hip thrust with heels elevated holding dumbbell.'),",,,,,,,,,,,,,,,,,,,312,7,4,Dumbbell Figure Four Heels Elevated Hip Thrust,A figure four hip thrust with heels elevated holding dumbbell.
Glutes,Dumbbells,Dumbbell Figure Four Hip Thrust,A hip thrust with one ankle crossed over opposite knee holding dumbbell.,,"('Glutes', 'Dumbbells', 'Dumbbell Figure Four Hip Thrust', 'A hip thrust with one ankle crossed over opposite knee holding dumbbell.'),",,,,,,,,,,,,,,,,,,,313,7,4,Dumbbell Figure Four Hip Thrust,A hip thrust with one ankle crossed over opposite knee holding dumbbell.
Glutes,Dumbbells,Dumbbell Glute Bridge,A glute bridge with dumbbell positioned across hips for resistance.,,"('Glutes', 'Dumbbells', 'Dumbbell Glute Bridge', 'A glute bridge with dumbbell positioned across hips for resistance.'),",,,,,,,,,,,,,,,,,,,314,7,4,Dumbbell Glute Bridge,A glute bridge with dumbbell positioned across hips for resistance.
Glutes,Dumbbells,Dumbbell Heels Elevated Hip Thrust,A hip thrust with heels elevated holding dumbbell across hips.,,"('Glutes', 'Dumbbells', 'Dumbbell Heels Elevated Hip Thrust', 'A hip thrust with heels elevated holding dumbbell across hips.'),",,,,,,,,,,,,,,,,,,,315,7,4,Dumbbell Heels Elevated Hip Thrust,A hip thrust with heels elevated holding dumbbell across hips.
Glutes,Dumbbells,Dumbbell Hip Thrust,A hip thrust holding dumbbell across hips for resistance.,,"('Glutes', 'Dumbbells', 'Dumbbell Hip Thrust', 'A hip thrust holding dumbbell across hips for resistance.'),",,,,,,,,,,,,,,,,,,,316,7,4,Dumbbell Hip Thrust,A hip thrust holding dumbbell across hips for resistance.
Glutes,Dumbbells,Dumbbell Single Leg Glute Bridge,A unilateral glute bridge holding dumbbell across hip.,,"('Glutes', 'Dumbbells', 'Dumbbell Single Leg Glute Bridge', 'A unilateral glute bridge holding dumbbell across hip.'),",,,,,,,,,,,,,,,,,,,317,7,4,Dumbbell Single Leg Glute Bridge,A unilateral glute bridge holding dumbbell across hip.
Glutes,Dumbbells,Dumbbell Single Leg Heels Elevated Hip Thrust,A single-leg hip thrust with heel elevated holding dumbbell.,,"('Glutes', 'Dumbbells', 'Dumbbell Single Leg Heels Elevated Hip Thrust', 'A single-leg hip thrust with heel elevated holding dumbbell.'),",,,,,,,,,,,,,,,,,,,318,7,4,Dumbbell Single Leg Heels Elevated Hip Thrust,A single-leg hip thrust with heel elevated holding dumbbell.
Glutes,Dumbbells,Dumbbell Single Leg Hip Thrust,A unilateral hip thrust holding dumbbell across hip.,,"('Glutes', 'Dumbbells', 'Dumbbell Single Leg Hip Thrust', 'A unilateral hip thrust holding dumbbell across hip.'),",,,,,,,,,,,,,,,,,,,319,7,4,Dumbbell Single Leg Hip Thrust,A unilateral hip thrust holding dumbbell across hip.
Glutes,Dumbbells,Dumbbell Staggered Glute Bridge,A glute bridge with feet in staggered position holding dumbbell.,,"('Glutes', 'Dumbbells', 'Dumbbell Staggered Glute Bridge', 'A glute bridge with feet in staggered position holding dumbbell.'),",,,,,,,,,,,,,,,,,,,320,7,4,Dumbbell Staggered Glute Bridge,A glute bridge with feet in staggered position holding dumbbell.
Glutes,Dumbbells,Dumbbell Staggered Hip Thrust,A hip thrust with feet in staggered position holding dumbbell.,,"('Glutes', 'Dumbbells', 'Dumbbell Staggered Hip Thrust', 'A hip thrust with feet in staggered position holding dumbbell.'),",,,,,,,,,,,,,,,,,,,321,7,4,Dumbbell Staggered Hip Thrust,A hip thrust with feet in staggered position holding dumbbell.
Glutes,Dumbbells,Dumbbell Standing Hip Abduction,A standing leg raise to side while holding dumbbell for resistance.,,"('Glutes', 'Dumbbells', 'Dumbbell Standing Hip Abduction', 'A standing leg raise to side while holding dumbbell for resistance.'),",,,,,,,,,,,,,,,,,,,322,7,4,Dumbbell Standing Hip Abduction,A standing leg raise to side while holding dumbbell for resistance.
Glutes,Machine,Machine Hip Abduction,A seated or standing machine targeting gluteus medius with leg movement outward.,,"('Glutes', 'Machine', 'Machine Hip Abduction', 'A seated or standing machine targeting gluteus medius with leg movement outward.'),",,,,,,,,,,,,,,,,,,,323,7,5,Machine Hip Abduction,A seated or standing machine targeting gluteus medius with leg movement outward.
Glutes,Machine,Machine Hip And Glute Abduction,A machine exercise moving legs outward to target gluteus medius.,,"('Glutes', 'Machine', 'Machine Hip And Glute Abduction', 'A machine exercise moving legs outward to target gluteus medius.'),",,,,,,,,,,,,,,,,,,,324,7,5,Machine Hip And Glute Abduction,A machine exercise moving legs outward to target gluteus medius.
Glutes,Machine,Machine Hip And Glute Kickback,A machine exercise extending leg backward to target glutes.,,"('Glutes', 'Machine', 'Machine Hip And Glute Kickback', 'A machine exercise extending leg backward to target glutes.'),",,,,,,,,,,,,,,,,,,,325,7,5,Machine Hip And Glute Kickback,A machine exercise extending leg backward to target glutes.
Glutes,Machine,Machine Hip Thrust,A hip thrust using specialized machine for consistent resistance curve.,,"('Glutes', 'Machine', 'Machine Hip Thrust', 'A hip thrust using specialized machine for consistent resistance curve.'),",,,,,,,,,,,,,,,,,,,326,7,5,Machine Hip Thrust,A hip thrust using specialized machine for consistent resistance curve.
Glutes,Smith Machine,Smith Machine Glute Kickback,A hip extension exercise using Smith machine for resistance and guidance.,,"('Glutes', 'Smith Machine', 'Smith Machine Glute Kickback', 'A hip extension exercise using Smith machine for resistance and guidance.'),",,,,,,,,,,,,,,,,,,,327,7,6,Smith Machine Glute Kickback,A hip extension exercise using Smith machine for resistance and guidance.
Glutes,Smith Machine,Smith Machine Hip Thrust,A hip thrust using Smith machine bar across hips for resistance.,,"('Glutes', 'Smith Machine', 'Smith Machine Hip Thrust', 'A hip thrust using Smith machine bar across hips for resistance.'),",,,,,,,,,,,,,,,,,,,328,7,6,Smith Machine Hip Thrust,A hip thrust using Smith machine bar across hips for resistance.
Glutes,Smith Machine,Smith Machine Single Leg Hip Thrust,A unilateral hip thrust using Smith machine bar for resistance.,,"('Glutes', 'Smith Machine', 'Smith Machine Single Leg Hip Thrust', 'A unilateral hip thrust using Smith machine bar for resistance.'),",,,,,,,,,,,,,,,,,,,329,7,6,Smith Machine Single Leg Hip Thrust,A unilateral hip thrust using Smith machine bar for resistance.
Hamstrings,Barbell,Barbell Stiff Leg Deadlifts,A hip-hinge movement with minimal knee bend to target hamstrings and glutes.,,"('Hamstrings', 'Barbell', 'Barbell Stiff Leg Deadlifts', 'A hip-hinge movement with minimal knee bend to target hamstrings and glutes.'),",,,,,,,,,,,,,,,,,,,330,8,1,Barbell Stiff Leg Deadlifts,A hip-hinge movement with minimal knee bend to target hamstrings and glutes.
Hamstrings,Barbell,Landmine Romanian Deadlift,A Romanian deadlift using landmine for resistance and guidance.,,"('Hamstrings', 'Barbell', 'Landmine Romanian Deadlift', 'A Romanian deadlift using landmine for resistance and guidance.'),",,,,,,,,,,,,,,,,,,,331,8,1,Landmine Romanian Deadlift,A Romanian deadlift using landmine for resistance and guidance.
Hamstrings,Barbell,Landmine Single Leg Romanian Deadlift,A unilateral Romanian deadlift using landmine for balance assistance.,,"('Hamstrings', 'Barbell', 'Landmine Single Leg Romanian Deadlift', 'A unilateral Romanian deadlift using landmine for balance assistance.'),",,,,,,,,,,,,,,,,,,,332,8,1,Landmine Single Leg Romanian Deadlift,A unilateral Romanian deadlift using landmine for balance assistance.
Hamstrings,Barbell,Landmine Staggered Romanian Deadlift,A Romanian deadlift with feet staggered using landmine for guidance.,,"('Hamstrings', 'Barbell', 'Landmine Staggered Romanian Deadlift', 'A Romanian deadlift with feet staggered using landmine for guidance.'),",,,,,,,,,,,,,,,,,,,333,8,1,Landmine Staggered Romanian Deadlift,A Romanian deadlift with feet staggered using landmine for guidance.
Hamstrings,Barbell,Landmine Sumo Deadlift,A wide-stance deadlift using landmine for resistance pattern.,,"('Hamstrings', 'Barbell', 'Landmine Sumo Deadlift', 'A wide-stance deadlift using landmine for resistance pattern.'),",,,,,,,,,,,,,,,,,,,334,8,1,Landmine Sumo Deadlift,A wide-stance deadlift using landmine for resistance pattern.
Hamstrings,Bodyweight,Bodyweight Reverse Lunge,A backward lunge targeting hamstrings and glutes without added weight.,,"('Hamstrings', 'Bodyweight', 'Bodyweight Reverse Lunge', 'A backward lunge targeting hamstrings and glutes without added weight.'),",,,,,,,,,,,,,,,,,,,335,8,2,Bodyweight Reverse Lunge,A backward lunge targeting hamstrings and glutes without added weight.
Hamstrings,Bodyweight,Hamstring Curl 1 Supine Single Leg Slider,A single-leg hamstring curl lying on back using slider under foot.,,"('Hamstrings', 'Bodyweight', 'Hamstring Curl 1 Supine Single Leg Slider', 'A single-leg hamstring curl lying on back using slider under foot.'),",,,,,,,,,,,,,,,,,,,336,8,2,Hamstring Curl 1 Supine Single Leg Slider,A single-leg hamstring curl lying on back using slider under foot.
Hamstrings,Bodyweight,Hamstring Curl 2 Supine Single Leg Slider,A variation of single-leg hamstring curl with different positioning.,,"('Hamstrings', 'Bodyweight', 'Hamstring Curl 2 Supine Single Leg Slider', 'A variation of single-leg hamstring curl with different positioning.'),",,,,,,,,,,,,,,,,,,,337,8,2,Hamstring Curl 2 Supine Single Leg Slider,A variation of single-leg hamstring curl with different positioning.
Hamstrings,Bodyweight,Hamstring Curl Eccentric Supine Bilateral Sliders,A two-leg hamstring curl focusing on slow lowering phase.,,"('Hamstrings', 'Bodyweight', 'Hamstring Curl Eccentric Supine Bilateral Sliders', 'A two-leg hamstring curl focusing on slow lowering phase.'),",,,,,,,,,,,,,,,,,,,338,8,2,Hamstring Curl Eccentric Supine Bilateral Sliders,A two-leg hamstring curl focusing on slow lowering phase.
Hamstrings,Bodyweight,Hamstring Curl Standing Bodyweight Single Leg,A standing single-leg curl using resistance band or cable.,,"('Hamstrings', 'Bodyweight', 'Hamstring Curl Standing Bodyweight Single Leg', 'A standing single-leg curl using resistance band or cable.'),",,,,,,,,,,,,,,,,,,,339,8,2,Hamstring Curl Standing Bodyweight Single Leg,A standing single-leg curl using resistance band or cable.
Hamstrings,Bodyweight,Hamstring Curl Standing Isometric Bodyweight Single Leg,A static hold of standing leg curl for hamstring development.,,"('Hamstrings', 'Bodyweight', 'Hamstring Curl Standing Isometric Bodyweight Single Leg', 'A static hold of standing leg curl for hamstring development.'),",,,,,,,,,,,,,,,,,,,340,8,2,Hamstring Curl Standing Isometric Bodyweight Single Leg,A static hold of standing leg curl for hamstring development.
Hamstrings,Bodyweight,Hamstring Curl Supine Bilateral Slider,A two-leg hamstring curl lying on back using sliders under both feet.,,"('Hamstrings', 'Bodyweight', 'Hamstring Curl Supine Bilateral Slider', 'A two-leg hamstring curl lying on back using sliders under both feet.'),",,,,,,,,,,,,,,,,,,,341,8,2,Hamstring Curl Supine Bilateral Slider,A two-leg hamstring curl lying on back using sliders under both feet.
Hamstrings,Bodyweight,Nordic Hamstring Curl,A partner or anchored exercise lowering torso forward using hamstrings as brake.,,"('Hamstrings', 'Bodyweight', 'Nordic Hamstring Curl', 'A partner or anchored exercise lowering torso forward using hamstrings as brake.'),",,,,,,,,,,,,,,,,,,,342,8,2,Nordic Hamstring Curl,A partner or anchored exercise lowering torso forward using hamstrings as brake.
Hamstrings,Bodyweight,Hamstring Bridge Isometric Open Angle,A static bridge with legs wider than hip width for inner hamstring emphasis.,,"('Hamstrings', 'Bodyweight', 'Hamstring Bridge Isometric Open Angle', 'A static bridge with legs wider than hip width for inner hamstring emphasis.'),",,,,,,,,,,,,,,,,,,,343,8,2,Hamstring Bridge Isometric Open Angle,A static bridge with legs wider than hip width for inner hamstring emphasis.
Hamstrings,Bodyweight,Hamstring Bridge With Elevated Legs Box Bilateral,A glute bridge with both legs elevated on box targeting hamstrings.,,"('Hamstrings', 'Bodyweight', 'Hamstring Bridge With Elevated Legs Box Bilateral', 'A glute bridge with both legs elevated on box targeting hamstrings.'),",,,,,,,,,,,,,,,,,,,344,8,2,Hamstring Bridge With Elevated Legs Box Bilateral,A glute bridge with both legs elevated on box targeting hamstrings.
Hamstrings,Bodyweight,Hamstring Bridge With Elevated Legs Box Unilateral,A single-leg glute bridge with active leg elevated on box.,,"('Hamstrings', 'Bodyweight', 'Hamstring Bridge With Elevated Legs Box Unilateral', 'A single-leg glute bridge with active leg elevated on box.'),",,,,,,,,,,,,,,,,,,,345,8,2,Hamstring Bridge With Elevated Legs Box Unilateral,A single-leg glute bridge with active leg elevated on box.
Hamstrings,Bodyweight,Single Legged Romanian Deadlifts,A unilateral hip-hinge movement developing balance and posterior chain.,,"('Hamstrings', 'Bodyweight', 'Single Legged Romanian Deadlifts', 'A unilateral hip-hinge movement developing balance and posterior chain.'),",,,,,,,,,,,,,,,,,,,346,8,2,Single Legged Romanian Deadlifts,A unilateral hip-hinge movement developing balance and posterior chain.
Hamstrings,Cables,Cable Hamstring Curl,A hamstring curl using cable ankle attachment for resistance.,,"('Hamstrings', 'Cables', 'Cable Hamstring Curl', 'A hamstring curl using cable ankle attachment for resistance.'),",,,,,,,,,,,,,,,,,,,347,8,3,Cable Hamstring Curl,A hamstring curl using cable ankle attachment for resistance.
Hamstrings,Cables,Cable Seated Leg Curl,A seated hamstring curl using cable attachment for resistance.,,"('Hamstrings', 'Cables', 'Cable Seated Leg Curl', 'A seated hamstring curl using cable attachment for resistance.'),",,,,,,,,,,,,,,,,,,,348,8,3,Cable Seated Leg Curl,A seated hamstring curl using cable attachment for resistance.
Hamstrings,Cables,Cable Single Leg Laying Leg Curl,A prone single-leg curl using cable attachment for resistance.,,"('Hamstrings', 'Cables', 'Cable Single Leg Laying Leg Curl', 'A prone single-leg curl using cable attachment for resistance.'),",,,,,,,,,,,,,,,,,,,349,8,3,Cable Single Leg Laying Leg Curl,A prone single-leg curl using cable attachment for resistance.
Hamstrings,Dumbbells,Dumbbell Leg Curl,A hamstring curl holding dumbbell between feet for resistance.,,"('Hamstrings', 'Dumbbells', 'Dumbbell Leg Curl', 'A hamstring curl holding dumbbell between feet for resistance.'),",,,,,,,,,,,,,,,,,,,350,8,4,Dumbbell Leg Curl,A hamstring curl holding dumbbell between feet for resistance.
Hamstrings,Dumbbells,Dumbbell Cross Body Romanian Deadlift,A Romanian deadlift with dumbbell moved across to opposite foot.,,"('Hamstrings', 'Dumbbells', 'Dumbbell Cross Body Romanian Deadlift', 'A Romanian deadlift with dumbbell moved across to opposite foot.'),",,,,,,,,,,,,,,,,,,,351,8,4,Dumbbell Cross Body Romanian Deadlift,A Romanian deadlift with dumbbell moved across to opposite foot.
Hamstrings,Dumbbells,Dumbbell Romanian Deadlift,A hip-hinge movement with minimal knee bend using dumbbells.,,"('Hamstrings', 'Dumbbells', 'Dumbbell Romanian Deadlift', 'A hip-hinge movement with minimal knee bend using dumbbells.'),",,,,,,,,,,,,,,,,,,,352,8,4,Dumbbell Romanian Deadlift,A hip-hinge movement with minimal knee bend using dumbbells.
Hamstrings,Dumbbells,Dumbbell Single Leg Single Arm Deadlift,A unilateral deadlift using single dumbbell for diagonal loading.,,"('Hamstrings', 'Dumbbells', 'Dumbbell Single Leg Single Arm Deadlift', 'A unilateral deadlift using single dumbbell for diagonal loading.'),",,,,,,,,,,,,,,,,,,,353,8,4,Dumbbell Single Leg Single Arm Deadlift,A unilateral deadlift using single dumbbell for diagonal loading.
Hamstrings,Dumbbells,Dumbbell Single Leg Stiff Leg Deadlift,A unilateral Romanian deadlift using dumbbells for resistance.,,"('Hamstrings', 'Dumbbells', 'Dumbbell Single Leg Stiff Leg Deadlift', 'A unilateral Romanian deadlift using dumbbells for resistance.'),",,,,,,,,,,,,,,,,,,,354,8,4,Dumbbell Single Leg Stiff Leg Deadlift,A unilateral Romanian deadlift using dumbbells for resistance.
Hamstrings,Dumbbells,Dumbbell Staggered Deadlift,A deadlift with feet in staggered position using dumbbells.,,"('Hamstrings', 'Dumbbells', 'Dumbbell Staggered Deadlift', 'A deadlift with feet in staggered position using dumbbells.'),",,,,,,,,,,,,,,,,,,,355,8,4,Dumbbell Staggered Deadlift,A deadlift with feet in staggered position using dumbbells.
Hamstrings,Machine,Glute Ham Raise,A posterior chain exercise using specialized bench targeting hamstrings and glutes.,,"('Hamstrings', 'Machine', 'Glute Ham Raise', 'A posterior chain exercise using specialized bench targeting hamstrings and glutes.'),",,,,,,,,,,,,,,,,,,,356,8,5,Glute Ham Raise,A posterior chain exercise using specialized bench targeting hamstrings and glutes.
Hamstrings,Machine,Machine Hamstring Curl,A prone hamstring curl using specialized machine for consistent resistance.,,"('Hamstrings', 'Machine', 'Machine Hamstring Curl', 'A prone hamstring curl using specialized machine for consistent resistance.'),",,,,,,,,,,,,,,,,,,,357,8,5,Machine Hamstring Curl,A prone hamstring curl using specialized machine for consistent resistance.
Hamstrings,Machine,Machine Seated Leg Curl,A seated hamstring curl using specialized machine for consistent resistance.,,"('Hamstrings', 'Machine', 'Machine Seated Leg Curl', 'A seated hamstring curl using specialized machine for consistent resistance.'),",,,,,,,,,,,,,,,,,,,358,8,5,Machine Seated Leg Curl,A seated hamstring curl using specialized machine for consistent resistance.
Hamstrings,Machine,Seated Leg Curl,A seated hamstring curl using weight stack for consistent resistance.,,"('Hamstrings', 'Machine', 'Seated Leg Curl', 'A seated hamstring curl using weight stack for consistent resistance.'),",,,,,,,,,,,,,,,,,,,359,8,5,Seated Leg Curl,A seated hamstring curl using weight stack for consistent resistance.
Lower_Back,Barbell,Barbell Coan Deadlift,A deadlift variation with wider stance but narrower than sumo deadlift.,,"('Lower_Back', 'Barbell', 'Barbell Coan Deadlift', 'A deadlift variation with wider stance but narrower than sumo deadlift.'),",,,,,,,,,,,,,,,,,,,360,9,1,Barbell Coan Deadlift,A deadlift variation with wider stance but narrower than sumo deadlift.
Lower_Back,Barbell,Barbell High Bar Good Morning,A hip-hinge movement with bar positioned high on traps.,,"('Lower_Back', 'Barbell', 'Barbell High Bar Good Morning', 'A hip-hinge movement with bar positioned high on traps.'),",,,,,,,,,,,,,,,,,,,361,9,1,Barbell High Bar Good Morning,A hip-hinge movement with bar positioned high on traps.
Lower_Back,Barbell,Barbell Low Bar Good Morning,A hip-hinge movement with bar positioned lower on back.,,"('Lower_Back', 'Barbell', 'Barbell Low Bar Good Morning', 'A hip-hinge movement with bar positioned lower on back.'),",,,,,,,,,,,,,,,,,,,362,9,1,Barbell Low Bar Good Morning,A hip-hinge movement with bar positioned lower on back.
Lower_Back,Barbell,Barbell Low Bar Squat,A squat with bar positioned lower on back for increased hip engagement.,,"('Lower_Back', 'Barbell', 'Barbell Low Bar Squat', 'A squat with bar positioned lower on back for increased hip engagement.'),",,,,,,,,,,,,,,,,,,,363,9,1,Barbell Low Bar Squat,A squat with bar positioned lower on back for increased hip engagement.
Lower_Back,Barbell,Barbell Pause Box Squat,A squat to box with pause at bottom position for strength development.,,"('Lower_Back', 'Barbell', 'Barbell Pause Box Squat', 'A squat to box with pause at bottom position for strength development.'),",,,,,,,,,,,,,,,,,,,364,9,1,Barbell Pause Box Squat,A squat to box with pause at bottom position for strength development.
Lower_Back,Barbell,Barbell Pause Squat,A squat with deliberate pause at bottom position for strength development.,,"('Lower_Back', 'Barbell', 'Barbell Pause Squat', 'A squat with deliberate pause at bottom position for strength development.'),",,,,,,,,,,,,,,,,,,,365,9,1,Barbell Pause Squat,A squat with deliberate pause at bottom position for strength development.
Lower_Back,Barbell,Barbell Reverse Deadlift,A deadlift starting from top position and lowering to floor.,,"('Lower_Back', 'Barbell', 'Barbell Reverse Deadlift', 'A deadlift starting from top position and lowering to floor.'),",,,,,,,,,,,,,,,,,,,366,9,1,Barbell Reverse Deadlift,A deadlift starting from top position and lowering to floor.
Lower_Back,Barbell,Barbell Romanian Deadlift,A hip-hinge movement with minimal knee bend targeting hamstrings and posterior chain.,,"('Lower_Back', 'Barbell', 'Barbell Romanian Deadlift', 'A hip-hinge movement with minimal knee bend targeting hamstrings and posterior chain.'),",,,,,,,,,,,,,,,,,,,367,9,1,Barbell Romanian Deadlift,A hip-hinge movement with minimal knee bend targeting hamstrings and posterior chain.
Lower_Back,Barbell,Barbell Single Leg Deadlift,A unilateral hip-hinge movement developing balance and posterior chain.,,"('Lower_Back', 'Barbell', 'Barbell Single Leg Deadlift', 'A unilateral hip-hinge movement developing balance and posterior chain.'),",,,,,,,,,,,,,,,,,,,368,9,1,Barbell Single Leg Deadlift,A unilateral hip-hinge movement developing balance and posterior chain.
Lower_Back,Barbell,Barbell Snatch Grip Deadlift,A deadlift using wide grip to increase range of motion and back engagement.,,"('Lower_Back', 'Barbell', 'Barbell Snatch Grip Deadlift', 'A deadlift using wide grip to increase range of motion and back engagement.'),",,,,,,,,,,,,,,,,,,,369,9,1,Barbell Snatch Grip Deadlift,A deadlift using wide grip to increase range of motion and back engagement.
Lower_Back,Barbell,Barbell Snatch Grip Romanian Deadlift,A Romanian deadlift using wide grip for increased upper back activation.,,"('Lower_Back', 'Barbell', 'Barbell Snatch Grip Romanian Deadlift', 'A Romanian deadlift using wide grip for increased upper back activation.'),",,,,,,,,,,,,,,,,,,,370,9,1,Barbell Snatch Grip Romanian Deadlift,A Romanian deadlift using wide grip for increased upper back activation.
Lower_Back,Barbell,Barbell Staggered Deadlift,A deadlift with feet in staggered position for asymmetrical challenge.,,"('Lower_Back', 'Barbell', 'Barbell Staggered Deadlift', 'A deadlift with feet in staggered position for asymmetrical challenge.'),",,,,,,,,,,,,,,,,,,,371,9,1,Barbell Staggered Deadlift,A deadlift with feet in staggered position for asymmetrical challenge.
Lower_Back,Barbell,Barbell Suitcase Deadlift,A unilateral deadlift holding weight on one side to target obliques.,,"('Lower_Back', 'Barbell', 'Barbell Suitcase Deadlift', 'A unilateral deadlift holding weight on one side to target obliques.'),",,,,,,,,,,,,,,,,,,,372,9,1,Barbell Suitcase Deadlift,A unilateral deadlift holding weight on one side to target obliques.
Lower_Back,Barbell,Barbell Sumo Deadlift,A deadlift with wide stance and hands inside knees targeting inner thighs and back.,,"('Lower_Back', 'Barbell', 'Barbell Sumo Deadlift', 'A deadlift with wide stance and hands inside knees targeting inner thighs and back.'),",,,,,,,,,,,,,,,,,,,373,9,1,Barbell Sumo Deadlift,A deadlift with wide stance and hands inside knees targeting inner thighs and back.
Lower_Back,Barbell,Barbell Zercher Good Morning,A good morning with bar held in crook of elbows for different stimulus.,,"('Lower_Back', 'Barbell', 'Barbell Zercher Good Morning', 'A good morning with bar held in crook of elbows for different stimulus.'),",,,,,,,,,,,,,,,,,,,374,9,1,Barbell Zercher Good Morning,A good morning with bar held in crook of elbows for different stimulus.
Lower_Back,Barbell,Barbell Zercher Squat,A squat with bar held in crook of elbows for upright torso position.,,"('Lower_Back', 'Barbell', 'Barbell Zercher Squat', 'A squat with bar held in crook of elbows for upright torso position.'),",,,,,,,,,,,,,,,,,,,375,9,1,Barbell Zercher Squat,A squat with bar held in crook of elbows for upright torso position.
Lower_Back,Barbell,Barbell Deadlift,A fundamental hip-hinge movement lifting barbell from floor to hip level.,,"('Lower_Back', 'Barbell', 'Barbell Deadlift', 'A fundamental hip-hinge movement lifting barbell from floor to hip level.'),",,,,,,,,,,,,,,,,,,,376,9,1,Barbell Deadlift,A fundamental hip-hinge movement lifting barbell from floor to hip level.
Lower_Back,Barbell,Landmine Snatch,An explosive Olympic lifting variation using landmine for guidance.,,"('Lower_Back', 'Barbell', 'Landmine Snatch', 'An explosive Olympic lifting variation using landmine for guidance.'),",,,,,,,,,,,,,,,,,,,377,9,1,Landmine Snatch,An explosive Olympic lifting variation using landmine for guidance.
Lower_Back,Bodyweight,Good Mornings,A hip-hinge movement without weight to develop posterior chain awareness.,,"('Lower_Back', 'Bodyweight', 'Good Mornings', 'A hip-hinge movement without weight to develop posterior chain awareness.'),",,,,,,,,,,,,,,,,,,,378,9,2,Good Mornings,A hip-hinge movement without weight to develop posterior chain awareness.
Lower_Back,Bodyweight,Supermans,A prone back extension lifting arms and legs simultaneously.,,"('Lower_Back', 'Bodyweight', 'Supermans', 'A prone back extension lifting arms and legs simultaneously.'),",,,,,,,,,,,,,,,,,,,379,9,2,Supermans,A prone back extension lifting arms and legs simultaneously.
Lower_Back,Cables,Cable Bar Romanian Deadlift,A Romanian deadlift using cable resistance for different force curve.,,"('Lower_Back', 'Cables', 'Cable Bar Romanian Deadlift', 'A Romanian deadlift using cable resistance for different force curve.'),",,,,,,,,,,,,,,,,,,,380,9,3,Cable Bar Romanian Deadlift,A Romanian deadlift using cable resistance for different force curve.
Lower_Back,Cables,Cable Bar Staggered Romanian Deadlift,A staggered-stance Romanian deadlift using cable resistance.,,"('Lower_Back', 'Cables', 'Cable Bar Staggered Romanian Deadlift', 'A staggered-stance Romanian deadlift using cable resistance.'),",,,,,,,,,,,,,,,,,,,381,9,3,Cable Bar Staggered Romanian Deadlift,A staggered-stance Romanian deadlift using cable resistance.
Lower_Back,Cables,Cable Bench Straight Leg Kickback,A prone hip extension on bench using cable ankle attachment.,,"('Lower_Back', 'Cables', 'Cable Bench Straight Leg Kickback', 'A prone hip extension on bench using cable ankle attachment.'),",,,,,,,,,,,,,,,,,,,382,9,3,Cable Bench Straight Leg Kickback,A prone hip extension on bench using cable ankle attachment.
Lower_Back,Cables,Cable Elevated Deadlift,A deadlift starting from elevated position using cable resistance.,,"('Lower_Back', 'Cables', 'Cable Elevated Deadlift', 'A deadlift starting from elevated position using cable resistance.'),",,,,,,,,,,,,,,,,,,,383,9,3,Cable Elevated Deadlift,A deadlift starting from elevated position using cable resistance.
Lower_Back,Cables,Cable Goblet Squat,A squat using cable handle held at chest in goblet position.,,"('Lower_Back', 'Cables', 'Cable Goblet Squat', 'A squat using cable handle held at chest in goblet position.'),",,,,,,,,,,,,,,,,,,,384,9,3,Cable Goblet Squat,A squat using cable handle held at chest in goblet position.
Lower_Back,Cables,Cable Incline Bench Straight Leg Kickback,A hip extension on inclined bench using cable ankle attachment.,,"('Lower_Back', 'Cables', 'Cable Incline Bench Straight Leg Kickback', 'A hip extension on inclined bench using cable ankle attachment.'),",,,,,,,,,,,,,,,,,,,385,9,3,Cable Incline Bench Straight Leg Kickback,A hip extension on inclined bench using cable ankle attachment.
Lower_Back,Cables,Cable Pull Through,A hip-hinge exercise pulling cable between legs targeting glutes and hamstrings.,,"('Lower_Back', 'Cables', 'Cable Pull Through', 'A hip-hinge exercise pulling cable between legs targeting glutes and hamstrings.'),",,,,,,,,,,,,,,,,,,,386,9,3,Cable Pull Through,A hip-hinge exercise pulling cable between legs targeting glutes and hamstrings.
